Year_Année,Region_Région,Question,Response_Réponse,Group_Groupe,Subgroup_Sous_groupe,Percent_Pourcent,F95lcl,F95ucl,Data_quality_Qualité_des_données,Notes_Remarques,Language_Langue,ObjectId
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,56.6,49.1,63.9,,,Français,250
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,35.2,28.7,42.3,,,Français,251
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,19.5,14.1,26.2,,,Français,252
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Persons with a disability- difficulty or long-term condition,Disability status,47.7,39.9,55.6,,,English,253
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Persons with a disability- difficulty or long-term condition,Disability status,30.4,23.8,38,,,English,254
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Persons with a disability- difficulty or long-term condition,Disability status,26.8,21.5,32.9,,,English,255
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Persons with a disability- difficulty or long-term condition,Disability status,32.9,27.2,39.2,,,English,256
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Persons with a disability- difficulty or long-term condition,Disability status,30.4,23.6,38,,,English,257
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Persons with a disability- difficulty or long-term condition,Disability status,32.4,26.4,39.1,,,English,258
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Persons with a disability- difficulty or long-term condition,Disability status,39.7,33.2,46.6,,,English,259
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Persons with a disability- difficulty or long-term condition,Disability status,33.5,27.3,40.3,,,English,260
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Persons with a disability- difficulty or long-term condition,Disability status,37.2,30.4,44.5,,,English,261
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Persons with a disability- difficulty or long-term condition,Disability status,20.2,14.1,28,,,English,262
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Persons with a disability- difficulty or long-term condition,Disability status,36.7,29.9,44.2,,,English,263
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Persons without a disability- difficulty or long-term condition,Disability status,23.1,17.6,29.6,,,English,264
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Persons without a disability- difficulty or long-term condition,Disability status,19.5,14.1,26.2,,,English,265
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Persons without a disability- difficulty or long-term condition,Disability status,35.9,29.6,42.7,,,English,266
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Persons without a disability- difficulty or long-term condition,Disability status,41.7,35.3,48.5,,,English,267
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Persons without a disability- difficulty or long-term condition,Disability status,44.7,38.1,51.4,,,English,268
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Persons without a disability- difficulty or long-term condition,Disability status,35.2,28.7,42.3,,,English,269
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Persons without a disability- difficulty or long-term condition,Disability status,56.6,49.1,63.9,,,English,270
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Persons without a disability- difficulty or long-term condition,Disability status,39.5,33.7,45.5,,,English,271
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Persons without a disability- difficulty or long-term condition,Disability status,26.3,21.4,31.9,,,English,272
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Persons without a disability- difficulty or long-term condition,Disability status,34.2,28.4,40.5,,,English,273
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Persons without a disability- difficulty or long-term condition,Disability status,12.7,8.5,18.5,,,English,274
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Post-secondary certificate or diploma below the bachelor's level,Education level,42.7,33,52.9,,,English,275
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Post-secondary certificate or diploma below the bachelor's level,Education level,29.9,22.8,38,,,English,276
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Post-secondary certificate or diploma below the bachelor's level,Education level,27.3,20.5,35.4,,,English,277
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Post-secondary certificate or diploma below the bachelor's level,Education level,34.8,27.4,43,,,English,278
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Post-secondary certificate or diploma below the bachelor's level,Education level,49.5,39.6,59.4,,,English,279
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Post-secondary certificate or diploma below the bachelor's level,Education level,22.6,15.1,32.3,,,English,280
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Post-secondary certificate or diploma below the bachelor's level,Education level,39.5,30.6,49.2,,,English,281
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Post-secondary certificate or diploma below the bachelor's level,Education level,28.1,21.1,36.3,,,English,282
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Post-secondary certificate or diploma below the bachelor's level,Education level,35.3,28,43.4,,,English,283
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Post-secondary certificate or diploma below the bachelor's level,Education level,30,21.8,39.8,,,English,284
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Post-secondary certificate or diploma below the bachelor's level,Education level,32.5,24.7,41.3,,,English,285
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Racialized,Race,15.8,9.2,25.6,E,Please use estimate with caution and refer to the confidence interval to assess its quality.,English,286
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Racialized,Race,35.8,27.4,45.1,,,English,287
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Racialized,Race,24,16.6,33.3,,,English,288
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Racialized,Race,34.3,25.1,44.9,E,Please use estimate with caution and refer to the confidence interval to assess its quality.,English,289
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Racialized,Race,28.7,20.5,38.6,,,English,290
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Racialized,Race,49.9,38.8,61.1,E,Please use estimate with caution and refer to the confidence interval to assess its quality.,English,291
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Racialized,Race,38.4,29.4,48.2,,,English,292
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Racialized,Race,35.7,25.8,46.9,,,English,293
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Racialized,Race,23.7,16.5,32.8,,,English,294
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Racialized,Race,47.3,37.5,57.4,,,English,295
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Racialized,Race,40.6,31.9,49.8,,,English,296
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Toutes les personnes,Total- toutes les personnes,36.5,32,41.3,,,Français,297
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Toutes les personnes,Total- toutes les personnes,34.1,29.9,38.5,,,Français,298
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Toutes les personnes,Total- toutes les personnes,24.7,20.3,29.7,,,Français,299
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Toutes les personnes,Total- toutes les personnes,16.3,12.4,21.2,,,Français,300
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Toutes les personnes,Total- toutes les personnes,29.4,25.3,33.8,,,Français,301
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Toutes les personnes,Total- toutes les personnes,52.3,46.8,57.7,,,Français,302
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Toutes les personnes,Total- toutes les personnes,36.3,31.5,41.3,,,Français,303
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Toutes les personnes,Total- toutes les personnes,39,34.7,43.6,,,Français,304
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Toutes les personnes,Total- toutes les personnes,37.5,33,42.3,,,Français,305
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Toutes les personnes,Total- toutes les personnes,29.4,25.1,34.1,,,Français,306
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Toutes les personnes,Total- toutes les personnes,33.1,28.3,38.2,,,Français,307
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,University above bachelor's level,Education level,45.8,35.5,56.4,,,English,308
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,University above bachelor's level,Education level,36.6,28.3,45.8,,,English,309
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,University above bachelor's level,Education level,50.7,41.4,59.9,,,English,310
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,University above bachelor's level,Education level,45,36.4,53.8,,,English,311
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,University above bachelor's level,Education level,21,14.4,29.6,,,English,312
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,University above bachelor's level,Education level,12.7,7.1,21.6,,,English,313
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,University above bachelor's level,Education level,32,22.7,43,,,English,314
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,University above bachelor's level,Education level,67.7,55.9,77.6,E,Please use estimate with caution and refer to the confidence interval to assess its quality.,English,315
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,University above bachelor's level,Education level,20.6,12.2,32.5,E,Please use estimate with caution and refer to the confidence interval to assess its quality.,English,316
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,University above bachelor's level,Education level,34.1,25.7,43.5,,,English,317
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,University above bachelor's level,Education level,11.8,6.1,21.6,E,Please use estimate with caution and refer to the confidence interval to assess its quality.,English,318
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Women+,Gender,37.4,31.3,44,,,English,319
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Women+,Gender,26.6,19.9,34.6,,,English,320
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Women+,Gender,36,29,43.6,,,English,321
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Women+,Gender,18.8,13.1,26.2,,,English,322
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Women+,Gender,33.1,27.2,39.6,,,English,323
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Women+,Gender,34.2,28,41.1,,,English,324
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Women+,Gender,50.3,42.7,57.8,,,English,325
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Women+,Gender,30.9,24.1,38.6,,,English,326
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Women+,Gender,31.6,26.2,37.7,,,English,327
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Women+,Gender,36.5,30.5,42.8,,,English,328
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Women+,Gender,29.3,23.3,36.1,,,English,329
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Bachelor's degree,Education level,22.9,14.5,34,,,English,330
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Bachelor's degree,Education level,43,34.6,51.8,,,English,331
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Bachelor's degree,Education level,46.2,36.8,55.8,,,English,332
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Bachelor's degree,Education level,20.9,14.3,29.5,,,English,333
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Bachelor's degree,Education level,27.4,19.8,36.4,,,English,334
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Bachelor's degree,Education level,38.5,30.4,47.3,,,English,335
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Bachelor's degree,Education level,36.1,27.5,45.7,,,English,336
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Bachelor's degree,Education level,17.6,9.9,29.4,E,Please use estimate with caution and refer to the confidence interval to assess its quality.,English,337
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Bachelor's degree,Education level,36.7,26.5,48.3,E,Please use estimate with caution and refer to the confidence interval to assess its quality.,English,338
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Bachelor's degree,Education level,34.1,26.3,42.8,,,English,339
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Certificat ou diplôme d'études postsecondaires inférieur au baccalauréat,Niveau de scolarité le plus élevé atteint,35.3,28,43.4,,,Français,340
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Certificat ou diplôme d'études postsecondaires inférieur au baccalauréat,Niveau de scolarité le plus élevé atteint,22.6,15.1,32.3,,,Français,341
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Certificat ou diplôme d'études postsecondaires inférieur au baccalauréat,Niveau de scolarité le plus élevé atteint,27.3,20.5,35.4,,,Français,342
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Certificat ou diplôme d'études postsecondaires inférieur au baccalauréat,Niveau de scolarité le plus élevé atteint,32.5,24.7,41.3,,,Français,343
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Certificat ou diplôme d'études postsecondaires inférieur au baccalauréat,Niveau de scolarité le plus élevé atteint,29.9,22.8,38,,,Français,344
